TIME,h2o_mf 1x50bins : 1x50bins (01x01x01) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x02) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x03) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x04) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x05) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x06) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x07) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x08) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x09) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x10) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x11) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x12) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x13) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x14) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x15) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x16) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x17) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x18) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x19) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x20) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x21) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x22) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x23) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x24) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x25) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x26) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x27) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x28) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x29) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x30) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x31) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x32) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x33) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x34) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x35) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x36) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x37) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x38) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x39) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x40) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x41) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x42) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x43) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x44) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x45) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x46) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x47) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x48) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x49) : Average Particle water-liquid,h2o_mf 1x50bins : 1x50bins (01x01x50) : Average Particle water-liquid,temp : Average Particle Temperature
70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014729528901215521,0.01491114150111054,0.014913126226750801,0.01479547019087649,0.0148281205376712,0.01484176549075488,0.014610784695107728,0.01440735040686576,0.01375144789521528,0.01301592983712819,0.01239717390170724,0.01311395348343765,0.01134971995339278,0.01002281661608397,0.009553942079456638,0.00840646818806805,0.008373561685339379,0.00752329311308754,0.00627523998276918,0.00632352007964874,0.00438664647405312,0.0035496035665422898,0.002583858132426,0.00130061088916125,0.0010388951383954199,0.0007479793201543499,0.00021586725399371998,2.1964819759158127e-07,0.0,7.031534819495557e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.3642356826605
71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014982530287567889,0.01494924910107189,0.01474120678307247,0.014548737992299379,0.01446741710738562,0.0141829133114328,0.01374868101159771,0.01266350246472942,0.012748368639071639,0.01267542781592136,0.01173443745976821,0.010019679143711399,0.0093923954161833,0.00849366386014461,0.00782563248253389,0.00709854488267712,0.00565400530131123,0.00534237105953565,0.00414819705018726,0.0037737924661469698,0.003913960864147709,0.00219151555691217,0.0019054130647402799,0.00029093424128841,0.00010071329624157,7.661367838953e-05,9.364159383163274e-06,0.0,1.8875616867951025e-05,4.9205820684119994e-05,2.603260677035995e-07,1.967081667598782e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.93223337909535
72.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.01486361341398036,0.01490219374685727,0.01481714388906618,0.01469952589200225,0.01457251143039024,0.01416974128678707,0.01374433095986112,0.01324900521330156,0.01253670536934543,0.01247863992442203,0.01193182229835588,0.010196511028758149,0.009643691870302019,0.00786519626854704,0.00761441383188468,0.00679474885646244,0.00551939868433782,0.00515170472372259,0.004486403191544189,0.00360142849963365,0.00229364435286123,0.0012517403641142098,0.00080585210514042,0.00041179442739693,4.017590595609e-05,0.00012956231682837,6.007946743875e-05,0.0,3.991796410983e-05,7.668941402742981e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.8310116907329
73.0,0.0,0.0,0.0,0.0,0.015,0.0,0.014762732753510279,0.01453557481264059,0.014862996944996579,0.01483820378057787,0.0148115436384186,0.01485709255985241,0.014624572145720398,0.0143800826650545,0.01370438872277331,0.01286848143749691,0.012275890348163341,0.01318575374374416,0.011604260106426541,0.01006293961886484,0.00962090308093218,0.00822462952046619,0.00798131871909408,0.00709000435516953,0.0060599497785918605,0.006404497931220149,0.00425923235511024,0.00343610018769369,0.00255417993285447,0.0012248132187878099,0.0012747996741615298,0.00064976309341776,0.00020221079778369,0.0,0.0,4.455729887134865e-06,1.5594259363008287e-05,0.0,2.6332984123954615e-06,0.0,1.1038580816562672e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.7229378568177
74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01493453189798559,0.014679479380222498,0.01425244429954218,0.01475952804570711,0.014739674680692209,0.01452242823514386,0.01446882298675662,0.0142405411723812,0.013818586676942251,0.012676419631736189,0.0127969846926507,0.012726907076652959,0.011998569094852559,0.01002184922250957,0.00933945925470156,0.008496193920731789,0.008378050789495349,0.00680202910352919,0.00551156455729911,0.00532102209234399,0.00417855096153702,0.003953074706717069,0.00373720684400991,0.0015038154411731698,0.00117003822586812,0.00150751669803639,6.892695185841e-05,3.432867522924e-05,3.172312515972e-05,0.0,6.730349312703067e-06,0.0,0.0,5.090136533400593e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386.93668282650367
75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014864128383858869,0.01493655521876661,0.014798107278569278,0.01470705431307378,0.01450875113687514,0.014165552935350089,0.013693921981730549,0.01317009877016955,0.01278240869481105,0.0125485784422167,0.0123668636034624,0.01017762339074145,0.00966223170635529,0.00846671530931817,0.00811226790720684,0.006563006125273679,0.0053195312219324695,0.005012928932987849,0.00428060286777321,0.00333624284010771,0.00257268641435517,0.00147251808761187,0.0011343895458524398,0.00069983485366749,0.00036270919009371,0.00014522413482843,8.415904756077e-05,9.607020251630647e-06,1.2988218102255287e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.6614876258226
76.0,0.0,0.0,0.0,0.0,0.014902411991611138,0.014997553903271099,0.015,0.014964360266954909,0.01491844406094504,0.01473026678764638,0.01482490943052321,0.014853149668009139,0.014667904272547829,0.014352785273126459,0.01375404157973523,0.01301199744197439,0.01243587067722177,0.013085604298461869,0.01172162298296784,0.00996336414987507,0.009727620218824739,0.00866689762135179,0.008067076867469129,0.007690192286534069,0.0060657347667693,0.00594608846143374,0.0040907211897557695,0.00349755653764515,0.00239901239979321,0.00115357089823275,0.00101915997034104,0.00067464448815126,0.00041495266153238996,0.00013457227442424,0.0,0.0,0.0,3.5861425898047106e-06,2.965016651055435e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.2946245003658
77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0149251117476411,0.014945651891354099,0.014652553106575919,0.014573090629329839,0.01446836750931135,0.01425209251172592,0.01373001954964305,0.01271420047668375,0.01281342349993278,0.01264306237836246,0.01204233512622753,0.010119039220607218,0.0096056747214144,0.00879911451697119,0.00839061868452456,0.006708715997381819,0.0056020355605445405,0.0050040654458454,0.00430202092175811,0.0037382687622435897,0.00381573795970842,0.0015528219117070502,0.0016286780715114,0.0008109055489686901,8.590156607235e-05,6.563415115989e-05,2.7572899093682673e-05,0.0,2.1932162930521765e-05,0.0,1.099240068143523e-06,3.210376780147615e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.5769175072149
78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01462048996799037,0.01490297399244264,0.01493463980973897,0.014873578859918699,0.01470180024636279,0.01454350045180146,0.014164752722819968,0.01366411785504084,0.013225583620266719,0.01257032444147004,0.012748731530681399,0.012455161402173958,0.01037038249668498,0.00991154751570777,0.00887168786469441,0.00792930098000607,0.00661481209710375,0.00553731857477463,0.00477785735516889,0.00407209850231115,0.0036622566566914196,0.00250662337862742,0.0009918883043586,0.000981323151708,0.00041322973700870996,0.00028599125309961,0.00013864183407266998,2.465133492935462e-05,2.0374813426648563e-05,1.4828490189385442e-05,2.407205712482762e-05,0.0,0.0,4.026849545641345e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.44639360997206
79.0,0.0,0.0,0.0,0.0,0.015,0.01474580479403205,0.012686754607479209,0.01481459408341794,0.01497772661370858,0.01480962802431519,0.01483921770876201,0.01486602990216177,0.01457998510187868,0.01441729378960251,0.01380609283943727,0.0130595040931077,0.01223411242191492,0.013163555443830719,0.011923747434774359,0.010032803732184238,0.01011180157563423,0.008930271229154399,0.00825609597883917,0.00681472217711724,0.005850787040677261,0.005783261641457729,0.0037070487169065898,0.00329217711028362,0.0024047427674343596,0.0013041537124308,0.00109749187374537,0.00075151420140825,0.00033701339175666,0.00116371128661431,2.120817805255103e-05,4.422523359585e-05,2.8678827841096196e-05,4.768805004024571e-06,1.2875407622031505e-06,3.2057819474572937e-06,1.0750571255096395e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401.7621252220931
80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014440710248779949,0.014801952660165,0.014964598033290269,0.01493922334927284,0.01473491409783795,0.014569434252047011,0.014529684890474159,0.01428270552241545,0.01381344293767218,0.01281146167494897,0.01275104124393603,0.012703301108350079,0.0120760200881553,0.01007187133241088,0.009552632744872079,0.009040151588085209,0.00880748509468152,0.006990713756241359,0.00515301385600275,0.00472912015498587,0.0039208460586865794,0.00365428135932609,0.00329600016494031,0.00140274400235613,0.0015956128501400401,0.00086212228234545,6.534313462827e-05,6.450944979782999e-05,9.124459447998e-05,2.8029107955736153e-05,1.757513445500037e-05,4.62583193271221e-06,6.465890475026717e-06,2.9747389837934074e-06,1.1368139466255173e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.1995994318916
81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014889224265708028,0.014931039546041849,0.0148373359114209,0.01466648383902057,0.014585169258618209,0.014192153582700089,0.013763663728697998,0.01325162985835746,0.012517276703041319,0.012693827501540519,0.01220935348039287,0.01038329595527241,0.01005333007113807,0.00904814528856729,0.00777641110712601,0.0067551926843715,0.005466296238410639,0.00472510999916907,0.00443453110282527,0.0030450034900288796,0.00211685003474469,0.00086276036568189,0.0012761590922781,0.00071900438894997,0.00029270947369107,0.00022113510439790998,0.00010515270605486999,8.253851325431999e-05,8.835053497827946e-06,1.809088186128238e-05,3.743633277243592e-06,1.5319967350407008e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.28845953254273
82.0,0.0,0.0,0.0,0.0,0.015,0.01493130738171933,0.014789928333932188,0.014981762008331609,0.014236920422546939,0.014869204511338139,0.01484471007950388,0.01488125119244985,0.014655634558018108,0.01443110859768975,0.01382949097399794,0.0129320619775518,0.012443868591240689,0.01313033330981793,0.01206084801335202,0.010172405339261129,0.00992242760292012,0.0089000111193831,0.00818523353698332,0.007063949323161629,0.0057816773412918,0.0053871984210297,0.00405726025964595,0.0029509368691651495,0.0023933911733320197,0.00134359330194615,0.0009665884986561599,0.0007263263094321,0.00046127302852397994,5.395178996691e-05,2.1821313932002982e-05,3.1461837648569996e-05,5.534563688670116e-06,3.543231727095e-05,6.1646015472858745e-06,5.950680766554264e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.4165343402555
83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01373414630693094,0.01491052845890355,0.014773524439659598,0.014969854180468018,0.014704169391616709,0.014571281552181119,0.014429643960812338,0.01424162870447703,0.0138292959740112,0.01274079465954552,0.01266660966553902,0.012470250031439908,0.0122872029624777,0.0102551399967267,0.009753215016746461,0.00920884581679809,0.009511038626054251,0.007125532158353789,0.00548232857896341,0.00497189628405963,0.00420159110651991,0.0037943303749955696,0.00311000127992493,0.00155658021438168,0.0013244908583343899,0.00110823536027148,8.157151416099e-05,8.914165339671e-05,5.119240433538e-05,3.68194206916178e-06,0.0,1.0665065405360315e-05,9.01796115956254e-06,0.0,2.8896052564333914e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.55089361968646
84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014904208304516789,0.01492658329437303,0.014876992369255139,0.014726509298388028,0.01458508991986641,0.014219530395308039,0.013746729801561839,0.01331401664308368,0.01270400056537746,0.01282793038492122,0.012451696024963198,0.010520628351240268,0.01018085254719105,0.0093093818714811,0.00827683620657549,0.006901607647313669,0.005413247491210619,0.0049463301267004805,0.0041573160943385095,0.0028792362801259796,0.0025197535465786495,0.00074615858451573,0.0010014718322202598,0.0008353422148926,0.00041220690110385004,0.00024009243924216,0.00011001753169118999,2.298593246993101e-05,5.37946109531526e-06,8.907511988646359e-06,6.9967694793635665e-06,2.540429682678597e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.6531819920124
85.0,0.0,0.0,0.0,0.0,0.015,0.014560897264500418,0.0,0.01461815112867714,0.0145910755743315,0.01485543649569519,0.01483862872481322,0.01487152915686192,0.014615020790359649,0.014460003847474798,0.01376313022327092,0.01293342203171865,0.012442866242470018,0.013287848867455829,0.01208203829526507,0.01029860627250924,0.01005598595854011,0.00880544007247389,0.00826520238461964,0.0070461216952610395,0.0059526990882509696,0.004994852790694441,0.00381248908224825,0.00321053739680493,0.0022714197951089698,0.0013915162789891798,0.0008424359657018399,0.0007566227435618399,0.0005292027880964999,4.8823600535699995e-05,4.418205759126e-05,7.576076496110999e-05,5.9607028054589996e-05,1.1703604801775332e-05,3.250011694759225e-06,7.408374130763155e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.340442582283
86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014959730701907429,0.014982919342889969,0.014880626650792499,0.01492922489784492,0.01469515557488727,0.01454967652773981,0.01446738563414019,0.014305104711800189,0.01379619370769424,0.012754520343335608,0.012761803428717808,0.012746309408109838,0.01223737088705076,0.010137055230986758,0.0098144871606351,0.00929311733893935,0.009218403665038049,0.00681280575746901,0.005444700394587239,0.00493576794937167,0.0040446313117713,0.0037545212328658497,0.00302259036857463,0.00149653855687542,0.0015605464481904601,0.00113092387193604,0.00016714825744158,6.993704896217999e-05,5.7941729081549995e-05,1.0155650323265794e-05,4.123610168124e-05,2.3238491901256886e-05,7.436266740874377e-06,0.0,0.0,3.3865572548905786e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.3699778814705
87.0,0.0,0.0,0.0,0.0,0.0,0.01499127387222474,0.0,0.01425391275779067,0.014816088868786919,0.01494093777675681,0.014855422082504429,0.014675652770568239,0.01461141322017861,0.014264958981501239,0.01374946029621345,0.01328328216582195,0.01277738329339926,0.01278212480371047,0.01265299463292807,0.010475285135394391,0.010280037144306,0.00963378918462879,0.00851670750222114,0.0068762135238315,0.00571289054212032,0.004751909940615209,0.00389468885132505,0.00332803498640805,0.00259393738623528,0.0013175454459069598,0.0011177829800985,0.00032051417229402,0.00033557517707451,0.00025898102936919,0.00022749016028733,9.666157180083e-05,3.744680059767e-05,2.9563761458413035e-05,2.1125440227052727e-05,3.483940921985539e-06,9.860109851290236e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.1712282006167
87.5001,0.0,0.0,0.0,0.0,0.0,0.0,0.01323900518748255,0.01454360409441291,0.01488409111325394,0.014959493119929449,0.01474848315877161,0.014632312440012538,0.01454142011218761,0.01426485987582237,0.01395421300443951,0.01271400924471726,0.01288309377050469,0.01261490039819907,0.01229278147040871,0.01027719374845398,0.00993237301545408,0.009172769132852789,0.00943895933193822,0.006845696915138459,0.00568240416852549,0.0048277920121117205,0.00373083576817161,0.0036432270734183697,0.00287899333512462,0.00157273211909991,0.0013924424567649599,0.0010849694963089799,0.00017176876248497998,0.00010465375288619999,8.289894575604e-05,2.255542720906053e-05,6.807477837808679e-07,6.03295531853438e-06,1.9711946511777953e-05,2.4465953221690904e-06,1.8719651959213318e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.18940987861623
88.0,0.0,0.0,0.0,0.0,0.0,0.01499447993337336,0.014785112420715119,0.014947642379640419,0.014099980047466409,0.01493540417291769,0.01485631756541958,0.01480611171020586,0.014671479214530719,0.01439937598860297,0.0138776638364703,0.01297254519767925,0.012402390376758629,0.013010169909238348,0.01212056784575856,0.01043671702438377,0.01012725139307016,0.00903681922586796,0.00807906084487785,0.00745532614296459,0.00589843164996519,0.00468864494805486,0.00396263722918536,0.00316512601607799,0.00233483239594278,0.0014080339295082002,0.0010111357114128,0.0008040226803767099,0.00043755075836285996,9.511675951758e-05,0.00016678529130266997,1.2601091638513574e-05,1.9184393209248542e-05,9.359606211176131e-06,1.5466160682024135e-06,7.1466306159119564e-06,4.951825700069264e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.08602832019153
89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.014972831061479008,0.013941418514910028,0.014984081494759138,0.01470402432966075,0.01443206458219665,0.01450715887978293,0.01425048997604367,0.01396450131161586,0.012887470563601169,0.012798129446447188,0.01267422011957253,0.0122867122395222,0.01041920530269099,0.00993382524263739,0.009296802127838759,0.00934646084606676,0.00689485502954334,0.00572271020556567,0.0050628161707209594,0.004063997041842449,0.00343282204929156,0.00254768561217369,0.00171440010059181,0.00140274465714969,0.0006652157765703299,0.00012649340344098,5.816660391485999e-05,4.615526066352e-05,6.128740750407e-05,1.2938918232820741e-05,4.629360796758e-05,9.049968831007454e-06,1.0769296406364224e-07,0.0,1.7891006773173224e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.738018907197
90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01481304982423554,0.01453598506657923,0.01462973824115016,0.01497618023477001,0.014849740597158809,0.01469106236346837,0.01460460972782541,0.014239335660500759,0.01386649316330679,0.013437122317321021,0.01283938099751235,0.012705416419027438,0.01253936017641426,0.010605358705274579,0.01033602201498402,0.00955448946305715,0.0088009453649814,0.00688605376246152,0.00591784235255145,0.00499098830436405,0.00381135973281219,0.00330459880993953,0.00239455573704,0.00128510010673131,0.00114762985603581,0.00093917748974694,0.00036631936353876,0.0005058603633249299,0.00029816969854802995,1.9809699208971527e-05,5.485859106948e-05,1.0469456804452345e-05,2.8824842821534122e-05,9.496690200381625e-06,6.13150884656388e-06,1.9971886701069505e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.74197973147824
91.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.01456197899825208,0.014861598838161239,0.014910101453749259,0.014822598571745909,0.014745958173865259,0.01464806299747398,0.01445628519407193,0.01387790482451517,0.01300710410042232,0.012494160129569548,0.013197211145161048,0.012167351211877469,0.010354387681801408,0.01031023327330992,0.00933395643221928,0.00841662349291665,0.0071198140898553,0.0061984054856587196,0.00473357583559071,0.00372485774560056,0.0031508312995150796,0.00230445545533689,0.00151934018951463,0.00114458481946833,0.00091390236758166,0.00044187951444647994,0.00031354730985003003,0.00018227311236954,5.4671434926749996e-05,7.671421503987e-05,2.6617358669830895e-05,9.409018304897809e-06,1.286928657929946e-05,4.849562494901503e-06,4.321805917038451e-06,6.160591986667563e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.1766567767684
